YNSM_NO,YNSM_CUST,ynsd_prod,ynsd_qty,ynsd_amt,YN_DATE
S2360127            ,A0826     ,PS051D4DL50000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DLG6000000001,2,136818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DP27000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DR01000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DR11000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DR18000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DR47000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DRB1000000001,2,136818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DS05000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DS51000000001,2,136818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DW01000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS051D4DW13000000001,2,131818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DB07000000E01,1,286818.18,6/26/2023
S2360127            ,A0826     ,PS053A2D015000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DG04000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DG63000000G01,1,286818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DH66000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DLA8000000G01,1,286818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DLK9000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DR47000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DR48000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DS51000000G01,1,286818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DW01000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DW13000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DY03000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DY62000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS053A2DY86000000G01,1,281818.18,6/26/2023
S2360127            ,A0826     ,PS05529DB07000000F01,1,282272.73,6/26/2023
S2360127            ,A0826     ,PS05529DLG6000000F01,1,282272.73,6/26/2023
S2360127            ,A0826     ,PS05529DR11000000F01,1,277272.73,6/26/2023
S2360127            ,A0826     ,PS05529DS01000000F01,1,277272.73,6/26/2023
S2360127            ,A0826     ,PS05529DS05000000F01,1,277272.73,6/26/2023
S2360127            ,A0826     ,PS05288DR65A3331DF01,1,266363.64,6/26/2023
S2360127            ,A0826     ,PS05288DW01A33313F01,1,266363.64,6/26/2023
S2360127            ,A0826     ,PS05288DW01A3331CF01,1,266363.64,6/26/2023
S2360127            ,A0826     ,PS05288DW01A3331GF01,1,266363.64,6/26/2023
S2360127            ,A0826     ,PS05295DB07000000G01,2,259545.46,6/26/2023
S2360127            ,A0826     ,PS05295DS05000000G01,2,254545.46,6/26/2023
S2360127            ,A0826     ,PS05267DB07000000G01,1,329545.46,6/26/2023
S2360127            ,A0826     ,PS05831DB01A047A2F01,1,572727.27,6/26/2023
S2360127            ,A0826     ,PS05831DR01A04718F01,1,572727.27,6/26/2023
S2360127            ,A0826     ,PS05831DB07000000G01,1,482272.73,6/26/2023
S2360127            ,A0826     ,PS05848DB07000000G01,1,414090.91,6/26/2023
S2360127            ,A0826     ,PS05848DY90B045C5F01,1,477727.27,6/26/2023
S2360127            ,A0826     ,PS05848DH48B0451BE01,1,477727.27,6/26/2023
S2360127            ,A0826     ,PS05849DB07B0211HG01,1,377727.27,6/26/2023
S2360127            ,A0826     ,PS05849DB07B021D3G01,1,377727.27,6/26/2023
S2360127            ,A0826     ,PS051D2DY86000000001,2,99090.91,6/26/2023
S2360128            ,A0826     ,PS051E5DB07000000001,2,148636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DG04000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DR01000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DR12000000001,2,148636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DR18000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DR47000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DR48000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DRB1000000001,2,148636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DS05000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DS51000000001,2,148636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DW01000000001,1,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DW13000000001,3,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DY04000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DY62000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051E5DY86000000001,2,143636.36,6/26/2023
S2360128            ,A0826     ,PS051B8DS01W12101001,1,164545.46,6/26/2023
S2360128            ,A0826     ,PS051B8DS05W12101001,1,164545.46,6/26/2023
S2360128            ,A0826     ,PS051B8DB03W0321B001,1,164545.46,6/26/2023
S2360128            ,A0826     ,PS051B8DB07W0321B001,1,169545.46,6/26/2023
S2360128            ,A0826     ,PS051B8DW01W0321B001,1,164545.46,6/26/2023
S2360128            ,A0826     ,PS051AVDG63000000001,1,176818.18,6/26/2023
S2360128            ,A0826     ,PS051AVDH66000000001,1,171818.18,6/26/2023
S2360128            ,A0826     ,PS051AVDR11000000001,1,171818.18,6/26/2023
S2360128            ,A0826     ,PS051AVDS05000000001,1,171818.18,6/26/2023
S2360128            ,A0826     ,PS051B8DB03W12101001,1,164545.46,6/26/2023
S2360129            ,A0420     ,PS051C8D015000000001,3,200000,6/26/2023
S2360129            ,A0420     ,PS051C8DB03000000001,3,200000,6/26/2023
S2360129            ,A0420     ,PS051C8DR01000000001,10,200000,6/26/2023
S2360129            ,A0420     ,PS051C8DG04000000001,2,200000,6/26/2023
S2360129            ,A0420     ,PS051C8DLG6000000001,3,205000,6/26/2023
S2360129            ,A0420     ,PS051C8DS51000000001,3,205000,6/26/2023
S2360130            ,A0390     ,SXV02213SCA001001,5,39090.91,6/26/2023
S2360130            ,A0390     ,SXV02213SCA003001,15,39090.91,6/26/2023
S2360131            ,A0390     ,PS051E4DS05000000001,10,133636.36,6/26/2023
S2360131            ,A0390     ,PS051E4DL06000000001,10,133636.36,6/26/2023
S2360131            ,A0390     ,PS051E4DB03000000001,5,133636.36,6/26/2023
S2360132            ,A0390     ,PS05267DB07000000G01,13,345909.09,6/26/2023
S2360132            ,A0390     ,PS05267DLA8000000G01,2,345909.09,6/26/2023
S2360132            ,A0390     ,PS05267DS05000000G01,15,340909.09,6/26/2023
S2360133            ,A0390     ,PS05267DS01000000G01,6,0,6/26/2023
S2360119            ,A0175     ,PS051AVDB07000000001,7,185909.09,6/23/2023
S2360119            ,A0175     ,PS051AVDS05000000001,5,180909.09,6/23/2023
S2360119            ,A0175     ,PS051AVDH66000000001,3,180909.09,6/23/2023
S2360119            ,A0175     ,PS051AVDR11000000001,3,180909.09,6/23/2023
S2360119            ,A0175     ,PS051AVDLG6000000001,2,185909.09,6/23/2023
S2360120            ,A0186     ,SXV02368SCA003001,5,75454.55,6/23/2023
S2360120            ,A0186     ,SXV021AKSCA001001,30,56363.64,6/23/2023
S2360120            ,A0186     ,SXV021AKSCA003001,30,56363.64,6/23/2023
S2360120            ,A0186     ,SXV02848SCA003001,42,39090.91,6/23/2023
S2360120            ,A0186     ,SXV02848SCA001001,15,39090.91,6/23/2023
S2360120            ,A0186     ,PS051B9DW01S08018001,1,175454.55,6/23/2023
S2360120            ,A0186     ,PS051A1DS01000000001,3,209090.91,6/23/2023
S2360120            ,A0186     ,PS051C8DB07000000001,2,185000,6/23/2023
S2360120            ,A0186     ,PS051C8DLG6000000001,3,185000,6/23/2023
S2360120            ,A0186     ,PS051C8DG63000000001,4,185000,6/23/2023
S2360120            ,A0186     ,PS051C8DB03000000001,2,180000,6/23/2023
S2360120            ,A0186     ,PS051C8DR11000000001,2,180000,6/23/2023
S2360120            ,A0186     ,PS051C8DL06000000001,1,180000,6/23/2023
S2360120            ,A0186     ,PS05L02DB07000000E01,1,343636.36,6/23/2023
S2360120            ,A0186     ,PS05831DB01A047A2F01,1,572727.27,6/23/2023
S2360121            ,A0734     ,PS051C8DB07000000001,6,185000,6/23/2023
S2360121            ,A0734     ,PS05848DH48B0451BE01,3,477727.27,6/23/2023
S2360121            ,A0734     ,PS05848DH48B0451BF01,2,477727.27,6/23/2023
S2360121            ,A0734     ,PS05848DB07000000G01,5,414090.91,6/23/2023
S2360121            ,A0734     ,SXV02848SCA003001,1,39090.91,6/23/2023
S2360122            ,A0734     ,PS05848DH48B0451BF01,1,0,6/23/2023
S2360122            ,A0734     ,PS05848DB07000000G01,1,0,6/23/2023
S2360111            ,A0809     ,PS051D4DB07000000001,3,136818.18,6/22/2023
S2360111            ,A0809     ,PS051D2DY03000000001,3,99090.91,6/22/2023
S2360111            ,A0809     ,PS051D2DL06000000001,2,99090.91,6/22/2023
S2360111            ,A0809     ,PS051D2DLG6000000001,2,104090.91,6/22/2023
S2360111            ,A0809     ,PS051B9DB07S08016001,2,180454.55,6/22/2023
S2360111            ,A0809     ,PS051C8DR47000000001,3,180000,6/22/2023
S2360111            ,A0809     ,PS051C8D015000000001,2,180000,6/22/2023
S2360111            ,A0809     ,PS051C8DG04000000001,2,180000,6/22/2023
S2360111            ,A0809     ,PS051C8DB07000000001,3,185000,6/22/2023
S2360111            ,A0809     ,PS051C8DLG6000000001,3,185000,6/22/2023
S2360111            ,A0809     ,PS05L02DB07000000F03,2,343636.36,6/22/2023
S2360111            ,A0809     ,PS05L02DB07000000F02,2,343636.36,6/22/2023
S2360111            ,A0809     ,PS05L02DB07000000E02,2,343636.36,6/22/2023
S2360111            ,A0809     ,PS05L02DB07000000E03,2,343636.36,6/22/2023
S2360112            ,A0809     ,PS051B8DB07W0321B001,2,169545.46,6/22/2023
S2360112            ,A0809     ,PS051B8DW01W0321B001,2,164545.46,6/22/2023
S2360112            ,A0809     ,PS051E4DW13000000001,2,133636.36,6/22/2023
S2360112            ,A0809     ,PS051E4DG04000000001,2,133636.36,6/22/2023
S2360112            ,A0809     ,PS051E4DY62000000001,3,133636.36,6/22/2023
S2360112            ,A0809     ,PS051E5DB07000000001,2,148636.36,6/22/2023
S2360112            ,A0809     ,PS05295DB07000000G01,3,259545.46,6/22/2023
S2360112            ,A0809     ,PS05295DLG6000000G01,1,259545.46,6/22/2023
S2360113            ,A0315     ,SXV02213SCA003001,15,39090.91,6/22/2023
S2360113            ,A0315     ,SXV02848SCA003001,5,43636.36,6/22/2023
S2360113            ,A0315     ,PS05267DB07000000G01,4,345909.09,6/22/2023
S2360113            ,A0315     ,PS05267DS01000000G01,6,340909.09,6/22/2023
S2360114            ,A0315     ,PS05267DS05000000G01,2,0,6/22/2023
S2360115            ,A0315     ,PS05848DB07000000G01,4,441363.64,6/22/2023
S2360115            ,A0315     ,PS05848DLG6000000G01,1,441363.64,6/22/2023
S2360115            ,A0315     ,PS05848DB07000000H01,3,441363.64,6/22/2023
S2360115            ,A0315     ,PS05848DS05000000H01,1,436363.64,6/22/2023
S2360115            ,A0315     ,PS05848DLG6000000H01,1,441363.64,6/22/2023
S2360116            ,A0315     ,PS05848DS05000000G01,2,0,6/22/2023
S2360117            ,A0419     ,PS05267DLA8000000F01,1,345909.09,6/22/2023
S2360117            ,A0419     ,PS05267DS01000000F01,1,340909.09,6/22/2023
S2360117            ,A0419     ,PS05267DB07000000G01,9,345909.09,6/22/2023
S2360117            ,A0419     ,PS05267DLA8000000G01,4,345909.09,6/22/2023
S2360117            ,A0419     ,PS05267DS05000000G01,3,340909.09,6/22/2023
S2360117            ,A0419     ,PS05267DS05000000H01,2,340909.09,6/22/2023
S2360118            ,A0419     ,PS05267DS01000000G01,4,0,6/22/2023
S2360101            ,A0184     ,PS051CBDB03000000001,5,171818.18,6/21/2023
S2360101            ,A0184     ,PS051CBDL06000000001,5,171818.18,6/21/2023
S2360101            ,A0184     ,PS051CBDR01000000001,5,171818.18,6/21/2023
S2360101            ,A0184     ,PS051CBDY03000000001,5,171818.18,6/21/2023
S2360102            ,A0184     ,PS051CBDR11000000001,4,0,6/21/2023
S2360103            ,A0812     ,PS05267DS05000000G01,5,340909.09,6/21/2023
S2360103            ,A0812     ,PS05267DB07000000G01,9,345909.09,6/21/2023
S2360103            ,A0812     ,PS05267DLA8000000G01,6,345909.09,6/21/2023
S2360104            ,A0812     ,PS05267DLA8000000F01,2,0,6/21/2023
S2360104            ,A0812     ,PS05267DS05000000H01,2,0,6/21/2023
S2360105            ,A0812     ,PS05848DS05000000F01,2,436363.64,6/21/2023
S2360105            ,A0812     ,PS05848DB07000000F01,2,441363.64,6/21/2023
S2360105            ,A0812     ,PS05848DLG6000000F01,2,441363.64,6/21/2023
S2360105            ,A0812     ,PS05848DB07000000G01,2,441363.64,6/21/2023
S2360105            ,A0812     ,PS05848DS05000000G01,2,436363.64,6/21/2023
S2360106            ,A0812     ,PS05848DLG6000000G01,2,0,6/21/2023
S2360107            ,A0175     ,PS05267DB07000000G01,9,345909.09,6/21/2023
S2360107            ,A0175     ,PS05267DLA8000000G01,3,345909.09,6/21/2023
S2360107            ,A0175     ,PS05267DR11000000G01,3,340909.09,6/21/2023
S2360107            ,A0175     ,PS05267DS05000000H01,5,340909.09,6/21/2023
S2360108            ,A0175     ,PS05267DS05000000G01,4,0,6/21/2023
S2360109            ,A0441     ,SXV02213SCA003001,20,35454.55,6/21/2023
S2360109            ,A0441     ,PS05267DB07000000G01,20,329545.46,6/21/2023
S2360110            ,A0441     ,PS05267DB07000000G01,4,0,6/21/2023
S2360093            ,A0217     ,PS051E4DY62000000001,24,133636.36,6/20/2023
S2360094            ,A0181     ,PS051E4DW13000000001,10,133636.36,6/20/2023
S2360094            ,A0181     ,PS051E4DY62000000001,10,133636.36,6/20/2023
S2360094            ,A0181     ,PS051E4DG04000000001,5,133636.36,6/20/2023
S2360094            ,A0181     ,PS051E4DR01000000001,5,133636.36,6/20/2023
S2360094            ,A0181     ,PS051E4DLG6000000001,5,138636.36,6/20/2023
S2360094            ,A0181     ,PS051A1DB07000000001,6,214090.91,6/20/2023
S2360094            ,A0181     ,PS051A1DLG6000000001,6,214090.91,6/20/2023
S2360094            ,A0181     ,PS051A1DL06000000001,2,209090.91,6/20/2023
S2360094            ,A0181     ,PS051A1DR11000000001,2,209090.91,6/20/2023
S2360094            ,A0181     ,PS051A1DS05000000001,2,209090.91,6/20/2023
S2360094            ,A0181     ,PS051A1DY03000000001,3,209090.91,6/20/2023
S2360094            ,A0181     ,PS051A1DW01000000001,3,213636.36,6/20/2023
S2360095            ,A0447     ,PS051AVDB07000000001,8,185909.09,6/20/2023
S2360095            ,A0447     ,PS051AVDLG6000000001,3,185909.09,6/20/2023
S2360095            ,A0447     ,PS051AVDG63000000001,3,185909.09,6/20/2023
S2360095            ,A0447     ,PS051AVDS05000000001,3,180909.09,6/20/2023
S2360095            ,A0447     ,PS051AVDH66000000001,3,180909.09,6/20/2023
S2360096            ,A0767     ,PS051AVDG63000000001,12,176818.18,6/20/2023
S2360096            ,A0767     ,PS051AVDB07000000001,5,176818.18,6/20/2023
